TRAIL CODE,WALK_Name,SERV,Title,SubTitle,Latitude,Longitude,ProximityDistanceMeters,Body,DirectionsLink,Website,Colour,Triggered,Image,ImageId,TypeId,Active,Times,DaysOpened
ARK,Avoca Red Kite Loop,1,Avoca Village,,52.857338,-6.213063,,"Avoca (Irish: Abhóca) is a small town near Arklow, in County Wicklow, Ireland. It is situated on the River Avoca.  The Avoca area has been associated with its famous copper minesfor many years and the valley has been immortalised by Thomas Moore in the famous song The Meeting of the Waters. The name of the song derives from the meeting of the Avonmore and Avonbeg rivers, about two miles from the village of Avoca. The song is said to have been written under a tree, the stump of which remains by the Meetings.",,,,,RKW3,,,,,
ARK,Avoca Red Kite Loop,2,Kilmagig Woods,,52.85727,-6.20885,,This is a mixed woodland which provides the backdrop to the picturesque village of Avoca.,,,,,,,,,,
ARK,Avoca Red Kite Loop,3,St. Patricks Well,,52.85634,-6.20357,,St Patrick's Well,,,,,,,,,,
ARK,Avoca Red Kite Loop,4,Kilmagig Cemetery,,52.8559,-6.20289,,"Kilmagig Old Cemetery, or Cill Modhioga in Irish, is a rural graveyard located east of the ""Tidy Town"" village of Avoca in County Wicklow, Ireland. The cemetery can be reached via a dirt access road climbing uphill about half a mile from the entrance of the Cill Managig Forest Recreation Area. Road access and parking is limited.",,,,,,,,,,
DWT,Derrybawn Woodland Trail - Glendalough,3,Derrybaun Mountain,,52.9983,-6.3341,,"Derrybawn Mountain is a mountain summit in the region in the county of Wicklow, Ireland. Derrybawn Mountain is 474 metres high with a prominence of 31 metres. The summit can be identified by: Additional Notes: All the walks up Derrybawn Mountain on Mud and Routes can be seen above.",,,,,,,,,,
WWY,Wicklow Way,1,Glendalough Monastic Site,,53.0104,-6.32739,,"Glendalough is home to one of the most important monastic sites in Ireland. This early Christian monastic settlement was founded by St. Kevin in the 6th century and from this developed the “Monastic City”. Most of the buildings that survive today date from the 10th through 12th centuries. Despite attacks by Vikings over the years, Glendalough thrived as one of Ireland’s great ecclesiastical foundations and schools of learning until the Normans destroyed the monastery in 1214 A.D. and the dioceses of Glendalough and Dublin were united. Close to the monastic city is the interactive centre. The centre features an audio visual and has a model of the monastic site on display. You will be welcomed by a friendly and knowledgeable staff where all your questions will be answered.  Glendalough is one of the top attraction on Ireland’s Ancient East",,,,,,,,,,
WWY,Wicklow Way,2,Glendalough Round Tower,,53.0109,-6.32775,,"The most famous of all the landmarks in Glendalough is the Round Tower which stands 33 meters above the ground. It was built almost 1000 years ago by the monks of St. Kevin’s monastery. The conical roof had to be replaced in 1876 when it was struck by lightning. The towers were called “Cloigtheach”, meaning bell tower, suggesting their main use. The towers were sometimes used as a place of refuge for monks when the monastery was under attack. They also served as both as lookout posts and as beacons foe approaching monks and pilgrims.",,,,,,,,,,
AFR,Avondale Forest Park - River Walk,1,Avondale House,,52.9133,-6.2224,,"A home that was once full of life and laughter; where one resident was a champion of trees, while another became one of Ireland’s greatest historical figures.  The rooms of this great house are brought to life for our visitors, and once again the stories of these families fill these beautiful spaces.  In 1770 Samuel Hayes, a young barrister and keen naturalist, inherited a large estate in Wicklow, which he called Avondale. Samuel was a man ahead of his time. Not only did he write Ireland’s first book devoted to trees, but he also realised that the native forests of Ireland were disappearing. He knew the solution was in afforestation and managing woodlands, so he set about creating a forest park on his land and creating a home here. Designed by James Wyatt, in the Georgian style, Avondale House was built in 1777.  When Samuel died in 1795, the house and estate were passed to his cousin, Sir John Parnell. His will stated that it should always pass to a younger son of the family. Subsequently, the estate and house was handed down to John Henry Parnell, father of Charles Stewart.",,,,,,,,,,
ALG,Arklow Loops Glenart Walk,1,Ninteen Arches Bridge,,52.798597,-6.151443,,"Straddling the Great Estuary at the mouth of the River Avoca is Arklow’s iconic Nineteen Arches bridge, built between 1754 and 1756 by Andrew Noble. This impressive stone arch bridge features nineteen segmental arches with hammered or rough-cut rubble stone voussoirs. It links the Main Street and southern end of town with the northern part, called Ferrybank. The Nineteen Arches Bridge is the longest handmade stone bridge in Ireland, and you’ll find an information board close to the Bridge Hotel with more details. Folklore has it that after the bridge was completed Noble saw a flaw – he had forgotten to allow for recesses along the parapet where pedestrians could stand in out of the way of passing wagons and animal herds. The story goes that he could not live with the shame and committed suicide in 1959.",,,,,,,,,,
FLP,Fauna Loop,1,Lugnaquilla,,52.9671,-6.4646,,"The Fauna Loop has spectacular views of Lugnaquilla, which is the highest of the Wicklow Mountains, rising to 925 metres. It is also the highest Irish mountain outside of County Kerry. Lugnaquilla overlooks the Glen of Imaal to the west and Glenmalure to the east.",,,,,FLP3,,,,,
FLP,Fauna Loop,2,Glen of Imaal,,52.9842,-6.5844,,The Fauna Loop also has great views of the Glen of Imaal; a remote glen in the western Wicklow Mountains. ,,,,,FLP4,,,,,
KPP,St Kevins Way - Pilgrim Path,1,Wicklow Gap,,53.041705,-6.3962,,"The 26 km section from Hollywood to Laragh is known as the Wicklow Gap Road and it is one of only two routes crossing the Wicklow Mountains from east to west, the other being the road through the Sally Gap in North Wicklow. The road through the Wicklow Gap is both an important regional route and a very popular tourist route as it travels through some spectacular scenery.",,,,,,,,,,
KPPV,St Kevins Way - Pilgrim Path (Valleymount),1,Wicklow Gap,,53.041705,-6.3962,,"The 26 km section from Hollywood to Laragh is known as the Wicklow Gap Road and it is one of only two routes crossing the Wicklow Mountains from east to west, the other being the road through the Sally Gap in North Wicklow. The road through the Wicklow Gap is both an important regional route and a very popular tourist route as it travels through some spectacular scenery.",,,,,,,,,,
BGWT,Blessington Greenway Walking Trail,1,Russborough House,,53.141673,-6.569485,,"Russborough sits in the heart of the panoramic West Wicklow landscape. Built in the mid-1700s to display the great art assembled by the 1st Earl of Milltown, it later became home to the world-famous Beit Collection. Its classical design, perfect scale, architectural detail, and exquisite decoration marks this Palladian jewel as the most beautiful Georgian house in Ireland.",,,,,,,,,,
BGWT,Blessington Greenway Walking Trail,2,Burgage Castle,,53.15356,-6.5407102,,"This is a slight detour off the trail Just about a half mile from the West Wicklow Village of Blessington lie the ruins of Burgage Castle.The scant remains crumbling away are now fenced in for safety reasons.The Castle, a Tower House, is thought to have been built around Norman times and sits adjacent to a very ancient ecclesiastical site called Burgage More which was abandoned in the 1400's. Fragments of an old Church now remain beside the Tower ruins.
In 1940 the area was flooded to create a reservoir for Dublin water supply and as a means to aid the Hydro Electric power station at Poulaphuca. At the time graves on the site were transported across to the other side of Blessington, and a tall cross now remains as a memorial to the site..",,,,,,,,,,
WRG,Woodland Road - Glendalough,2,Glendalough lower lake,,53.0088,-6.3355,,"Glendalough Lower Lake is a long, glacial lake in the valley of Glendalough This and Glendalough Upper Lake are the two waters which gives the valley its name, Gleann Dá Loch ('Valley of Two Lakes').",,,,,WRG5,,,,,
WRG,Woodland Road - Glendalough,3,Glendalough Upper Lake,,53.0037,-6.3634,,"Carved by the melting ice of an ancient glacier, the Glendalough Upper Lake is one of the most scenic location in Wicklow and Ireland.  The beauty and remoteness of Glendalough is what attracted St Kevin in the 6th century.  ",,,,,DWTG2,,,,,
CWM,Crone Woods - Maulin Mountain Loop,1,Maulin Mountain,,53.1554,-6.2303,,"Maulin is in the far northeastern section of the Wicklow Mountains, at the mouth of Glensoulan Valley, Powerscourt Waterfall lies at its base.",,,,,CWM2,,,,,
CWM,Crone Woods - Maulin Mountain Loop,2,Powerscourt Waterfall,,53.1461,-6.2112,,"Powerscourt Waterfall is the second highest waterfall in Ireland at 121 metres high, it is located at the base of Glensoulan on the River Dargle near Enniskerry, County Wicklow. Powerscourt is overlooked by the peaks of Djouce and Maulin, and flows continuously all year in a horsetail-fan pattern.",,,,,CWM6,,,,,
CWM,Crone Woods - Maulin Mountain Loop,3,Great Sugar Loaf,,53.1542,-6.1505,,"Great Sugar Loaf, 501m, is in the far northeastern section of the Wicklow Mountains, in Ireland, and overlooks the village of Kilmacanogue.",,,,,CWM7,,,,,
SGG,Spinc & Glenealo Valley - Glendalough,1,Polanass Waterfall,,53.0033,-6.3455,,The Poulanass waterfall is a small but scenic waterfall near Glendalough upper lake.,,,,,PGL2,,,,,
SGG,Spinc & Glenealo Valley - Glendalough,2,Miners Village,,53.0064,-6.3797,,"Mining in Glendalough dates back to the 1790’s where lead, zinc and silver were mined both in the Glendalough Valley and the next adjacent Valley, Glendasan. Mining in this area took place for over 150 years and at the peak of production 2,000 miners were employed. Mining continued up until 1957.  Remains of the mining villages can be easily accessed from the National Park. The remains of the mines can only be accessed on foot. ",,,,,SGG6,,,,,
SGG,Spinc & Glenealo Valley - Glendalough,3,Glendalough Upper Lake,,53.0037,-6.3634,,"Carved by the melting ice of an ancient glacier, the Glendalough Upper Lake is one of the most scenic location in Wicklow and Ireland.  The beauty and remoteness of Glendalough is what attracted St Kevin in the 6th century. ",,,,,SGG7,,,,,
SLW,Sugar Loaf Way,1,Great Sugar Loaf,,53.1542,-6.1505,,The Great Sugarloaf stands at 501m.  The mountain is in the far northeastern section of the Wicklow Mountains and overlooks the village of Kilmacanogue,,,,,SLW1,,,,,
GRW,Green Road Walk - Glendalough,1,Glendalough lower lake,,53.0088,-6.3355,,"Glendalough Lower Lake is a long, glacial lake in the valley of Glendalough in County Wicklow.  Along with the Upper Lake the valley gets its name, Gleann Dá Loch ('Valley of Two Lakes').",,,,,GRW2,,,,,
GRW,Green Road Walk - Glendalough,2,Glendalough Monastic Site,,53.0104,-6.32739,,"Glendalough is home to one of the most important monastic sites in Ireland. This early Christian monastic settlement was founded by St. Kevin in the 6th century and from this developed the “Monastic City”. Most of the buildings that survive today date from the 10th through 12th centuries. Despite attacks by Vikings over the years, Glendalough thrived as one of Ireland’s great ecclesiastical foundations and schools of learning until the Normans destroyed the monastery in 1214 A.D. and the dioceses of Glendalough and Dublin were united. Close to the monastic city is the interpretive centre.  You will be welcomed by a friendly and knowledgeable staff where all your questions will be answered.  Glendalough is one of the top attraction on Ireland’s Ancient East",,,,,GRW1,,,,,
GRW,Green Road Walk - Glendalough,3,Glendalough Round Tower,,53.0109,-6.32775,,"The most famous of all the landmarks in Glendalough is the Round Tower which stands 33 meters above the ground. It was built almost 1000 years ago by the monks of St. Kevin’s monastery. The conical roof had to be replaced in 1876 when it was struck by lightning. The towers were called “Cloigtheach”, meaning bell tower, suggesting their main use. The towers were sometimes used as a place of refuge for monks when the monastery was under attack. They also served as both lookout posts and beacons for approaching monks and pilgrims.",,,,,GRW1,,,,,
BRW,Ballygannon - Red Walk,1,Ballygannon Woods,,52.9448,-6.2396,,"Ballygannon Woods forms part of the Millennium Forests project, where over 1.6 million native trees were planted, one for each household. You can now explore one of the fantastic forests with it’s array of native trees: oak, birch, alder and ash",,,,,BRW1,,,,,
TRW,Tinahely Railway Walk,1,Tomnafinnoge Woods,,52.777821,-6.487427,,"Almost equal distant between the villages of Shillelagh and Tinahely, Tomnafinoge Wood is a Special Area of Conservation. This ancient woodland will bring you back in time. Giant Oak trees dominate but you will encounter plenty more trees and plants on these walks. Tomnafinnoge Woods offer four different walks of varying distance. Most popular is the River Walk of 2km (4km both ways) and the Beech Walk. Shorter walks are the Oak Walk, 3.2km, and the Hazel walk, only 1.3km.",,,,,TRW7,,,,,
DWD,Djouce Woods - Deerpark Walk,1,Paddock Ponds,,53.155945,-6.186872,,The Paddock Ponds fed the water to the fountains of the Estate. It is also possible to see the remains of a boat house built into the bank on the western side of the ponds.,,,,,DWD6,,,,,
BGW,Ballygannon - Green Walk,1,Black Stack,,52.9434826,-6.237214,,"Towards the end of this trail, one comes to a striking piece of sculpture called the “BLACK STACK”  which symbolises a petrified tree trunk from an ancient Carboniferous forest.",,,,,BGW2,,,,,
KLP,Kyle Loop,1,Ballycumber Hill,,52.8241,-6.4757,,Ballycumber Hill [Cnoc Bhaile an Chomair] is 431 metres high and hosts one of Wicklow's earliest wind farms.,,,,,KLP4,,,,,
AFC,Avondale Forest Park - Centenary Trail,1,Avondale River,,52.883,-6.233,,"The Avonmore River, also known as Abhainn Dé, flows from Lough Dan in the Wicklow Mountains west of Roundwood. It flows in a generally southerly direction for approximately 30 km before joining the Avonbeg at the Meeting of the Waters to form the River Avoca, which in turn discharges into the Irish Sea at Arklow.",,,,,AFC8,,,,,
AFC,Avondale Forest Park - Centenary Trail,2,Avondale House,,52.9133,-6.2224,,"A home that was once full of life and laughter; where one resident was a champion of trees, while another became one of Ireland’s greatest historical figures.  The rooms of this great house are brought to life for our visitors, and once again the stories of these families fill these beautiful spaces.  In 1770 Samuel Hayes, a young barrister and keen naturalist, inherited a large estate in Wicklow, which he called Avondale. Samuel was a man ahead of his time. Not only did he write Ireland’s first book devoted to trees, but he also realised that the native forests of Ireland were disappearing. He knew the solution was in afforestation and managing woodlands, so he set about creating a forest park on his land and creating a home here. Designed by James Wyatt, in the Georgian style, Avondale House was built in 1777.  When Samuel died in 1795, the house and estate were passed to his cousin, Sir John Parnell. His will stated that it should always pass to a younger son of the family. Subsequently, the estate and house was handed down to John Henry Parnell, father of Charles Stewart.",,,,,AFC4,,,,,
AFC,Avondale Forest Park - Centenary Trail,3,Tree Top Walk,,52.914816,-6.222896,,Your journey through the forest on the Treetop Walk begins as the boardwalk makes its way out over the Avonmore River valley and as the land falls away you will soon see spectacular views from Lovers’ Lookout across the valley.,,,,,AFC6,,,,,
SEB,Shay Elliot Forest Car Park - Ballyboy Viewpoint Trail,1,Ballybraid/ Ballyboy Viewpoint,,52.976,-6.3413,,From here you'll get fantastic views south over the Wicklow Mountains.  The highest mountain in Ireland outside of Kerry dominates the view; Lugnaquilla.,,,,,SEB1,,,,,
MRW,Miners Road Walk - Glendalough,1,Glendalough Upper Lake,,53.0037,-6.3634,,"Carved by the melting ice of an ancient glacier, the Glendalough Upper Lake is one of the most scenic location in Wicklow and Ireland.  The beauty and remoteness of Glendalough is what attracted St Kevin in the 6th century.  After spending several years as a hermit in a cave along the lake, St Kevin later founded a monastic site whose influence lasted a thousand years.",,,,,MRW6,,,,,
MRW,Miners Road Walk - Glendalough,2,St Kevins Bed,,53.00435,-6.35268,,"St Kevin’s cave can be seen from the trail on the Northern lakeshore, above ten metres above the waterline. ",,,,,MRW7,,,,,
SSG,Spinc - Short Route - Glendalough,1,Polanass Waterfall,,53.0033,-6.3455,,The Poulanass waterfall is a small but scenic waterfall near Glendalough upper lake.,,,,,SSG4,,,,,
SSG,Spinc - Short Route - Glendalough,2,Glendalough Upper Lake,,53.0037,-6.3634,,"Carved by the melting ice of an ancient glacier, the Glendalough Upper Lake is one of the most scenic location in Wicklow and Ireland.  The beauty and remoteness of Glendalough is what attracted St Kevin in the 6th century. ",,,,,SSG5,,,,,
SSG,Spinc - Short Route - Glendalough,3,Spinc,,53.004686,-6.345726,,The Spinc ridge overlooks the spectacular Glendalough Valley. A tough climb is rewarded with breathtaking views not just of the Valley but as you climb high the view over the Wicklow Uplands opens out around you.,,,,,SSG1,,,,,
BCL,Ballycumber Loop,1,Tinahely,,52.7998,-6.4632,,"Tinahely is a village in County Wicklow. It is a market town in the valley of the River Derry, a tributary of the River Slaney",,,,,BCL6,,,,,
BCL,Ballycumber Loop,2,Ballycumber Hill,,52.8241,-6.4757,,Ballycumber Hill (Cnoc Bhaile an Chomair) is a mountain summit that is 431 metres high hosting one of Wicklow's earliest windfarms.,,,,,BCL1,,,,,
MLP,Mangan's Loop,1,Tinahely,,52.7998,-6.4632,,"Tinahely is a village in County Wicklow in Ireland. It is a market town in the valley of the River Derry, a tributary of the River Slaney",,,,,BCL6,,,,,
GBC,Glen Beach Cliff Walk,1,Glen Beach,,52.9731,-6.020828,,Glen beach is a small pebbled cove at the bottom of the steps from the car park.  Its turquoise water provides a popular swimming spot.,,,,,GBC2,,,,,
WRG,Woodland Road - Glendalough,1,Glendalough Monastic Site,,53.0104,-6.32739,,REMOVE ALTOGETHER,,,,,GRW1,,,,,
WRG,Woodland Road - Glendalough,2,Glendalough lower lake,,53.0088,-6.3355,,REMOVE ALTOGETHER,,,,,GRW2,,,,,
